Beruf,Berufsgruppe,Konfidenz
Rbk. Rat,sonstige,auto
Rchsb. Oberinspektor,verwaltung,auto
Rchsbhn. Ober Ingenieur,akademisch,auto
Realgymnasiallehr. a. D.,sonstige,auto
Realgymnasiallehrer,akademisch,auto
Rechercheur,sonstige,auto
Rechnbeamt.,sonstige,auto
Rechngs. Beamter,verwaltung,auto
Rechngs. Führer,sonstige,auto
Rechngs. Führer a. D.,sonstige,auto
Rechngs. Rat,sonstige,auto
Rechngs. Revisor,verwaltung,auto
Rechngsdirekt. a. D.,sonstige,auto
Rechngsführ.,sonstige,auto
Rechngsrevis.,sonstige,auto
Rechnungs Beamter,verwaltung,auto
Rechnungs Beamter a. D.,verwaltung,auto
Rechnungs Buchhalter,verwaltung,auto
Rechnungs Buchhalter a. D.,verwaltung,auto
Rechnungs Direktor a. D.,verwaltung,auto
Rechnungs Führer,sonstige,auto
Rechnungs Führer a. D.,sonstige,auto
Rechnungs Rat,sonstige,auto
Rechnungs Rat a. D.,sonstige,auto
Rechnungs Revisor,verwaltung,auto
Rechnungs Revisor a. D.,verwaltung,auto
Rechnungs-Revis.,sonstige,auto
Rechnungsbeamter,verwaltung,auto
Rechnungsbeamter a. D.,verwaltung,auto
Rechnungsdirekt.,sonstige,auto
Rechnungsdirekt. i. R.,sonstige,auto
Rechnungsführ.,sonstige,auto
Rechnungsführ. a. D.,sonstige,auto
Rechnungsrat,sonstige,auto
"Rechnungsrat, Reichsbahn Ober Inspektor a. D.",verkehr,auto
"Rechnungsrat, Reichsbahn Oberinspektor",verkehr,auto
Rechnungsrevis.,sonstige,auto
Rechnungsrevisor,verwaltung,auto
Rechsb. Inspektor,verwaltung,auto
Rechsb. Wagenmeister,industrie,auto
Rechtsanwalt,akademisch,auto
Rechtsanwalt i. R.,akademisch,auto
Rechtsanwalt u. Not.,akademisch,auto
Rechtsanwalt u. Notar,akademisch,auto
"Rechtsanwalt u. Notar, Bismarckstr. 43",akademisch,auto
"Rechtsanwalt u. Notar, Helfferichstr. 101",akademisch,auto
"Rechtsanwalt u. Notar, Kirdorfstr. 15",akademisch,auto
Rechtsanwalt und Notar,akademisch,auto
"Rechtsanwalt, Akazienallee 49",akademisch,auto
"Rechtsanwalt, Emdenstr. 1",akademisch,auto
"Rechtsanwalt, Hindenburgstr. 32",akademisch,auto
"Rechtsanwalt, Kirchmannstr. 11",akademisch,auto
"Rechtsanwalt, Lerchenstr. 62",akademisch,auto
"Rechtsanwalt, Oberbürgermeister i. R.",akademisch,auto
"Rechtsanwalt, Regierungsrat a. D.",akademisch,auto
Rechtsanwalt.,akademisch,auto
Rechtsanwältin,akademisch,auto
Rechtsauskunft,sonstige,auto
Rechtsbeistand,sonstige,auto
Rechtsber.,sonstige,auto
Rechtsberat.,sonstige,auto
Rechtsberater,sonstige,auto
Rechtsberaterin,sonstige,auto
Rechtsbüro,sonstige,auto
Rechtskonsulent,sonstige,auto
Reckschmied,sonstige,auto
Redakt.,sonstige,auto
Redakt. Sekretär,verwaltung,auto
Redakteur,sonstige,auto
Redaktionssekr.,sonstige,auto
Redaktionssekret.,sonstige,auto
Reedereibeamter,sonstige,auto
Ref. Lokomotive Führer,verkehr,auto
Referend.,sonstige,auto
Referendar,sonstige,auto
Reform-Speisehaus,sonstige,auto
Reformhaus,sonstige,auto
Reformlebensmittel,sonstige,auto
Reformspeiserestaur.,sonstige,auto
Reg.- u. Baurat,sonstige,auto
Reg.- u. Baurat a. D.,sonstige,auto
Reg.-Baumeister,industrie,auto
"Reg.-Baumstr. a. D., Architekt, Mitglied d. Reichsbank d. bild. Künste",akademisch,auto
"Reg.-Baumstr. a. D., Direktor",verwaltung,auto
Regens,sonstige,auto
Regierungs Amtsmstr.,sonstige,auto
Regierungs Aspirant,sonstige,auto
Regierungs Assessor,akademisch,auto
Regierungs Bauinsp.,sonstige,auto
Regierungs Bauinspektor,verwaltung,auto
Regierungs Baumeister,industrie,auto
Regierungs Baumeister a. D.,industrie,auto
"Regierungs Baumeister a. D., Architekt",akademisch,auto
"Regierungs Baumeister a. D., Diplom Ingenieur",akademisch,auto
"Regierungs Baumeister a. D., Ober Ingenieur",akademisch,auto
"Regierungs Baumeister, Studienrat",akademisch,auto
Regierungs Bauobersekr.,sonstige,auto
Regierungs Baurat,sonstige,auto
Regierungs Baurat a. D.,sonstige,auto
"Regierungs Baurat, Studienrat",akademisch,auto
Regierungs Beamter,verwaltung,auto
Regierungs Direktor,verwaltung,auto
Regierungs Inspektor,verwaltung,auto
Regierungs Landmesser,akademisch,auto
Regierungs Landmesser a. D. u. Kult. Ingenieur,akademisch,auto
Regierungs Landmesser a. d.,akademisch,auto
Regierungs Landmesser i. R.,akademisch,auto
Regierungs Medizinalrat,sonstige,auto
"Regierungs Medizinalrat, Nervenarzt",sonstige,auto
Regierungs Ober Baurat,sonstige,auto
Regierungs Ober Inspektor,verwaltung,auto
Regierungs Rat,sonstige,auto
Regierungs Rat a. D.,sonstige,auto
Regierungs Rat i. R.,sonstige,auto
Regierungs Rat.,sonstige,auto
Regierungs Referendar,sonstige,auto
Regierungs Rätin,sonstige,auto
Regierungs Rätin i. R.,sonstige,auto
Regierungs Sekretär,verwaltung,auto
Regierungs Sekretär i. R.,verwaltung,auto
Regierungs u. Baurat,sonstige,auto
Regierungsinspekt.,sonstige,auto
Regisseur,sonstige,auto
Registrat.,verwaltung,auto
Registrator,verwaltung,auto
Registratur-Vorsteh.,verwaltung,auto
Registraturbeamt.,verwaltung,auto
Registraturbeamt. a. D.,verwaltung,auto
Registraturvorsteh.,verwaltung,auto
Regul. Beamter,verwaltung,auto
Reichb. Assistent,sonstige,auto
Reichb. Beamter,verwaltung,auto
Reichb. Ober Inspektor,verwaltung,auto
Reichb. Ober Sekretär,verwaltung,auto
Reichb. Oberrat,sonstige,auto
Reichs. Amtmann,verwaltung,auto
Reichs. Bediensteter,sonstige,auto
Reichs. Betriebs Assistent,sonstige,auto
Reichs. Ober Bahnmeister,industrie,auto
Reichs. Ober Inspektor,verwaltung,auto
Reichs. Ober Sekretär,verwaltung,auto
Reichsangest.,sonstige,auto
"Reichsb, Ober Sekretär",verwaltung,auto
Reichsb.-Direkt.,sonstige,auto
Reichsb.Anwärt.,sonstige,auto
Reichsbahn Abteilungs Direkt i. R.,verkehr,auto
Reichsbahn Amtmann,verkehr,auto
Reichsbahn Amtmann a. D.,verkehr,auto
"Reichsbahn Amtmann a. D., Rechnungs Rat",verkehr,auto
Reichsbahn Amtmann i. R.,verkehr,auto
Reichsbahn Amtsgehilfe,verkehr,auto
Reichsbahn Amtsobergeh.,verkehr,auto
Reichsbahn Angestellter,verkehr,auto
Reichsbahn Anwärter,verkehr,auto
Reichsbahn Arbeiter,industrie,auto
Reichsbahn Aspir.,verkehr,auto
Reichsbahn Aspirant,verkehr,auto
Reichsbahn Assisten.,verkehr,auto
Reichsbahn Assistent,verkehr,auto
Reichsbahn Assistent a. D.,verkehr,auto
Reichsbahn Assistent i. R.,verkehr,auto
Reichsbahn Aufseher,industrie,auto
Reichsbahn Aushelf.,verkehr,auto
Reichsbahn Aushelfer,verkehr,auto
Reichsbahn Bahnhofsvorst.,verkehr,auto
Reichsbahn Bahnmeister,industrie,auto
Reichsbahn Bauführer,industrie,auto
Reichsbahn Bauinsp. i. R.,verkehr,auto
Reichsbahn Bauinspektor,verkehr,auto
Reichsbahn Bauinspektor a. D.,verkehr,auto
Reichsbahn Baumeister,industrie,auto
Reichsbahn Bdienst.,verkehr,auto
Reichsbahn Beamt,verkehr,auto
Reichsbahn Beamter,verkehr,auto
Reichsbahn Beamter a. D.,verkehr,auto
Reichsbahn Beamter i. R.,verkehr,auto
Reichsbahn Beamtin,verkehr,auto
Reichsbahn Bedienst,verkehr,auto
Reichsbahn Bediensteter,verkehr,auto
Reichsbahn Bediensteter a. D.,verkehr,auto
Reichsbahn Betriebs Arbeiter,industrie,auto
Reichsbahn Betriebs Aspirant,verkehr,auto
Reichsbahn Betriebs Assist,verkehr,auto
Reichsbahn Betriebs Assistent,verkehr,auto
Reichsbahn Betriebs Assistent a. D.,verkehr,auto
Reichsbahn Betriebs Assistent i. R.,verkehr,auto
Reichsbahn Betriebs Ingenieur,akademisch,auto
Reichsbahn Betriebs Ingenieur u. Rechnungs Rat,akademisch,auto
Reichsbahn Betriebs Inspektor,verkehr,auto
Reichsbahn Betriebs Sekretär a. D.,verkehr,auto
Reichsbahn Betriebs Werkführer,industrie,auto
Reichsbahn Betriebs Werkmeister,industrie,auto
Reichsbahn Betriebsassist.,verkehr,auto
Reichsbahn Büroangestellter,verkehr,auto
Reichsbahn Direktions-Präsident,verkehr,auto
Reichsbahn Direktor,verkehr,auto
Reichsbahn Gehilfe,verkehr,auto
Reichsbahn Gärtner,industrie,auto
Reichsbahn Gütervorsteher,verkehr,auto
Reichsbahn Hilfsbetrieb Assistent,verkehr,auto
Reichsbahn Hilfsschaffn.,verkehr,auto
Reichsbahn Hilfsweichensteller,verkehr,auto
Reichsbahn Hilfsweichenwärter,verkehr,auto
Reichsbahn Hilsbetr. Assistent,verkehr,auto
Reichsbahn Ingenieur,akademisch,auto
Reichsbahn Ingenieur a. D.,akademisch,auto
Reichsbahn Ingenieur a. W.,akademisch,auto
Reichsbahn Ingenieur i. R.,akademisch,auto
Reichsbahn Inspect.,verkehr,auto
Reichsbahn Inspek.,verkehr,auto
Reichsbahn Inspektor,verkehr,auto
Reichsbahn Inspektor a. D.,verkehr,auto
"Reichsbahn Inspektor a. D., Rechngs. Rat",verkehr,auto
"Reichsbahn Inspektor a. D., Rechnungsrag",verkehr,auto
Reichsbahn Inspektor i. R.,verkehr,auto
Reichsbahn Inspelt.,verkehr,auto
Reichsbahn Kanzlei Vorsteher,verkehr,auto
Reichsbahn Kassenvorsteh.,verkehr,auto
Reichsbahn Kontrolleur,verkehr,auto
Reichsbahn Lademeister,industrie,auto
Reichsbahn Lademeister a. D.,industrie,auto
Reichsbahn Ladeschaffner,verkehr,auto
Reichsbahn Leitungs Aufseher,industrie,auto
Reichsbahn Lokomotive Führer,verkehr,auto
Reichsbahn Lokomotive Führer a. D.,verkehr,auto
Reichsbahn Lokomotive Heizer,verkehr,auto
Reichsbahn Maschinen Inspektor,verkehr,auto
Reichsbahn Maschinenoberinspekt.,verkehr,auto
Reichsbahn Ob.-Inspekt.,verkehr,auto
Reichsbahn Ober Assistent i. R.,verkehr,auto
Reichsbahn Ober Bahnhofsvorsteher,verkehr,auto
Reichsbahn Ober Bahnmeister,industrie,auto
Reichsbahn Ober Bahnwärter,verkehr,auto
Reichsbahn Ober Bauarbeiter,industrie,auto
Reichsbahn Ober Baurat,verkehr,auto
Reichsbahn Ober Gekr.,verkehr,auto
Reichsbahn Ober Geldzähler i. R.,verkehr,auto
Reichsbahn Ober Gütervorsteh.,verkehr,auto
Reichsbahn Ober Ingenieur,akademisch,auto
"Reichsbahn Ober Ingenieur a. D., Rechnungsrat",akademisch,auto
Reichsbahn Ober Inspekt,verkehr,auto
Reichsbahn Ober Inspektor,verkehr,auto
Reichsbahn Ober Inspektor a. D.,verkehr,auto
Reichsbahn Ober Inspektor a. W.,verkehr,auto
Reichsbahn Ober Inspektor i. R.,verkehr,auto
"Reichsbahn Ober Inspektor, Rechnungsrat",verkehr,auto
"Reichsbahn Ober Kassenvorst., Rechnungs Rat",verkehr,auto
Reichsbahn Ober Kassenvorsteh.,verkehr,auto
Reichsbahn Ober Landm.,verkehr,auto
Reichsbahn Ober Landmesser,akademisch,auto
Reichsbahn Ober Lokomotive Führer,verkehr,auto
Reichsbahn Ober Rat,verkehr,auto
Reichsbahn Ober Rat.,verkehr,auto
Reichsbahn Ober Schaffm. A.d.,verkehr,auto
Reichsbahn Ober Schaffner,verkehr,auto
Reichsbahn Ober Schaffner a. D.,verkehr,auto
Reichsbahn Ober Schaffner i. R.,verkehr,auto
Reichsbahn Ober Sekr,verkehr,auto
Reichsbahn Ober Sekretär,verkehr,auto
Reichsbahn Ober Sekretär a. D.,verkehr,auto
Reichsbahn Ober Sekretär i. R.,verkehr,auto
Reichsbahn Ober Stationsvorst. i. R.,verkehr,auto
Reichsbahn Ober Vorsteher,verkehr,auto
Reichsbahn Ober Wagenmeister,industrie,auto
Reichsbahn Ober Weichenwärter,verkehr,auto
Reichsbahn Ober Werkführer,industrie,auto
Reichsbahn Ober Zugschaffner,verkehr,auto
Reichsbahn Oberamtsgeh. a. D.,verkehr,auto
Reichsbahn Oberinsp.,verkehr,auto
Reichsbahn Oberinspektor,verkehr,auto
Reichsbahn Oberrat,verkehr,auto
Reichsbahn Oberschaffn.,verkehr,auto
Reichsbahn Obersekret. a. D.,verkehr,auto
Reichsbahn Obersekretär,verkehr,auto
Reichsbahn Obersekretär i. R.,verkehr,auto
Reichsbahn Packmeister a. D.,industrie,auto
Reichsbahn Pensionär,haushalt,auto
Reichsbahn Polizei Beamter,verkehr,auto
Reichsbahn Praktik.,verkehr,auto
Reichsbahn Praktikant,verkehr,auto
Reichsbahn Rang.,verkehr,auto
Reichsbahn Rang. Auffseh.,verkehr,auto
Reichsbahn Rangieranwärt.,verkehr,auto
Reichsbahn Rangieraufseher,industrie,auto
Reichsbahn Rangierer,verkehr,auto
Reichsbahn Rangiermeister,industrie,auto
Reichsbahn Rat,verkehr,auto
Reichsbahn Rat a. D.,verkehr,auto
Reichsbahn Reserve Zugführer,verkehr,auto
Reichsbahn Rottenarbeiter,industrie,auto
Reichsbahn Rottenaufseh.,verkehr,auto
Reichsbahn Rottenführer,verkehr,auto
Reichsbahn Rottenmstr.,verkehr,auto
Reichsbahn Schaff.,verkehr,auto
Reichsbahn Schaffn,verkehr,auto
Reichsbahn Schaffner,verkehr,auto
Reichsbahn Schaffner a. D.,verkehr,auto
Reichsbahn Schaffner i. R.,verkehr,auto
Reichsbahn Schlosser,industrie,auto
Reichsbahn Schmied,industrie,auto
Reichsbahn Schreiner,industrie,auto
Reichsbahn Sekretär,verkehr,auto
Reichsbahn Sekretär a. D.,verkehr,auto
Reichsbahn Sekretär i. R.,verkehr,auto
Reichsbahn Sekretärin,verkehr,auto
Reichsbahn Stat. Aspir.,verkehr,auto
Reichsbahn Stationsaspirant,verkehr,auto
Reichsbahn Stellwerksmeister,industrie,auto
Reichsbahn Techniker,industrie,auto
Reichsbahn Telegraphen Sekretär a. D.,verkehr,auto
Reichsbahn Unterassist. a. D.,verkehr,auto
Reichsbahn Vermessungs Inspektor,verkehr,auto
Reichsbahn Vermessungs Ober Sekretär,verkehr,auto
Reichsbahn Vize-Präsident,verkehr,auto
Reichsbahn Vorarbeiter,industrie,auto
Reichsbahn Vorsteher,verkehr,auto
Reichsbahn Vorsteher a. D.,verkehr,auto
Reichsbahn Wagenaufseh. a. D.,verkehr,auto
Reichsbahn Wagenmeister,industrie,auto
Reichsbahn Wagenmeister a. D.,industrie,auto
Reichsbahn Weichenst.,verkehr,auto
Reichsbahn Weichensteller,verkehr,auto
Reichsbahn Weichenwärter,verkehr,auto
Reichsbahn Werkführer,industrie,auto
Reichsbahn Werkhelfer,industrie,auto
Reichsbahn Werkmeister,industrie,auto
Reichsbahn Werkmeister a. D.,industrie,auto
Reichsbahn Werkmeister i. R.,industrie,auto
Reichsbahn Werkstatt Vorsteher a. D.,verkehr,auto
Reichsbahn Werkstatt Vorsteher i. R.,verkehr,auto
Reichsbahn Werkstättenvorsteh. i. R.,verkehr,auto
Reichsbahn Werkvorst.,verkehr,auto
Reichsbahn Wärter,verkehr,auto
Reichsbahn Zahlmstr.,verkehr,auto
Reichsbahn Zugführer,verkehr,auto
Reichsbahn Zugführer a. D.,verkehr,auto
Reichsbahn Zugführer i. R.,verkehr,auto
Reichsbahn Überwachungsbeamt.,verkehr,auto
"Reichsbahn, Schaffner",verkehr,auto
Reichsbahnarb.,verkehr,auto
Reichsbahnarbeit.,verkehr,auto
Reichsbahnbote,verkehr,auto
Reichsbahninspect.,verkehr,auto
Reichsbahninspekt.,verkehr,auto
Reichsbahnmstr.,verkehr,auto
Reichsbahnrat,verkehr,auto
Reichsbahnrat i. R.,verkehr,auto
Reichsbahnsekr.,verkehr,auto
Reichsbank,sonstige,auto
Reichsbank Beamter,verwaltung,auto
Reichsbank Inspektor,verwaltung,auto
Reichsbank Kassierer,verwaltung,auto
Reichsbank Ober Geldzähler,sonstige,auto
Reichsbank Ober Inspektor a. D.,verwaltung,auto
Reichsbank Ober Sekretär,verwaltung,auto
Reichsbank Obergeldzähler,sonstige,auto
Reichsbank Rat.,sonstige,auto
Reichsbank Sekretär,verwaltung,auto
Reichsbank Sekretär a. D.,verwaltung,auto
Reichsbank Zahlmstr.,sonstige,auto
Reichsbankbeamt.,sonstige,auto
Reichsbankdirekt.,sonstige,auto
Reichsbankgeldzähler,sonstige,auto
Reichsbankhauptkassier.,sonstige,auto
Reichsbankinsp.,sonstige,auto
Reichsbankinspekt.,sonstige,auto
Reichsbankrat,sonstige,auto
Reichsbankrat a. D.,sonstige,auto
Reichsbeamt.,sonstige,auto
Reichsbhn. Zugführer,verkehr,auto
Reichsbkdirekt.,sonstige,auto
Reichsinaval.,sonstige,auto
Reichsinvalide,haushalt,auto
Reichsrentn.,sonstige,auto
Reichstbk. Inspektor,verwaltung,auto
Reichtsanw.,sonstige,auto
Reiniger,sonstige,auto
Reis.,sonstige,auto
Reise- und Versandbuchhandlung,handel,auto
Reisebegleiter,sonstige,auto
Reisebürobeamt.,sonstige,auto
Reisebüroleit.,sonstige,auto
Reisedame,sonstige,auto
Reiseinspekt.,sonstige,auto
Reisende,sonstige,auto
Reisender,handel,auto
Reisendienst,sonstige,auto
Reisevertr.,sonstige,auto
Reisevertret.,sonstige,auto
Reisevertreter,sonstige,auto
Reitknecht,sonstige,auto
Rekl. Fachm.,sonstige,auto
Reklame-Bühnenmaler,sonstige,auto
Reklame-Maler,industrie,auto
Reklame-Vertreter,handel,auto
Reklameatelier,sonstige,auto
Reklamebüro,sonstige,auto
Reklamechef,sonstige,auto
Reklamefachm.,sonstige,auto
Reklamemaler,sonstige,auto
Reklamemalerei,sonstige,auto
Reklamezeichn.,sonstige,auto
Reklamezeichner,sonstige,auto
Reklamezeichnerin,sonstige,auto
Rekt. a. D.,sonstige,auto
Rekt. i. R.,sonstige,auto
Rektor,bildung,auto
Rektor A.d.,bildung,auto
Rektor a. D.,bildung,auto
Rektor i. R.,bildung,auto
Rektorin,bildung,auto
Religionslehr.,sonstige,auto
Religionslehr. u. Studienrat i. R.,akademisch,auto
Religionslehrer,sonstige,auto
Rendant,verwaltung,auto
Rendant i. R.,verwaltung,auto
Rendantenww.,verwaltung,auto
Rengierer,sonstige,auto
Rent.,sonstige,auto
Rentenempfäng.,sonstige,auto
Rentenempfänger,sonstige,auto
Renter,sonstige,auto
Rentier,sonstige,auto
Rentmeister,industrie,auto
Rentmstr.,sonstige,auto
Rentner,haushalt,auto
Rentner.,haushalt,auto
Rentnerin,haushalt,auto
Rentnerinnen,sonstige,auto
Rep. Schlosser,industrie,auto
Rep.-Werkst.,sonstige,auto
Rep.-Werkstatt f. Aufzüge,sonstige,auto
Reparaturhauer,sonstige,auto
Reparaturschlosser,sonstige,auto
Reparaturwerkst.,sonstige,auto
Reparaturwerkstr.,sonstige,auto
Reporter,sonstige,auto
Requisiteur,sonstige,auto
Res Lokomotive Führer,verkehr,auto
Reserve Lokomotive Führ,verkehr,auto
Reserve Lokomotive Führer,verkehr,auto
Reserve Maschinen,sonstige,auto
Reserve Zugführer,verkehr,auto
Residenz Lichtspiele,sonstige,auto
Ressortchef a. D.,sonstige,auto
Restaur.,sonstige,auto
Restaurant,sonstige,auto
Restaurant u. Gartenwirtschaft,sonstige,auto
Restaurateur,sonstige,auto
Restauration,sonstige,auto
Retoucheur,sonstige,auto
Retuscheur,sonstige,auto
Revier-Steiger,bergbau,auto
Revierförster,sonstige,auto
Reviersteiger,bergbau,auto
Reviersteiger a. D.,bergbau,auto
Revisions Beamter,verwaltung,auto
Revisions Förster,sonstige,auto
Revisions Ingenieur,akademisch,auto
Revisions Meister,industrie,auto
Revisions Ober Wachtmeister,industrie,auto
Revisions Steiger,bergbau,auto
Revisionsbeamt,sonstige,auto
Revisionsbeamter,verwaltung,auto
Revisionsgeh.,sonstige,auto
Revisionsmstr.,sonstige,auto
Revisonsbeamt.,sonstige,auto
Revisor,verwaltung,auto
Revisor Beamter,verwaltung,auto
Revisor Beamter a. D.,verwaltung,auto
Revisor Gehilfe,verwaltung,auto
Revisor i. R.,verwaltung,auto
Revolverdreh.,sonstige,auto
Revolverdreher,sonstige,auto
Rhbn. Bediensteter,sonstige,auto
Rhbn. Direktor,verwaltung,auto
Rhbn. Ober Inspektor,verwaltung,auto
Rhein. Obst- u. Gemüsegroßhdlg.,sonstige,auto
Rheinische Str. 37-47,sonstige,auto
"Richard Duvendack, Herrenfutterstoffe u. Schneiderbedarfsart.",industrie,auto
Richmstr.,sonstige,auto
Richsb. Ober Inspektor a. D.,verwaltung,auto
Richtarb.,sonstige,auto
Richtarbeit.,sonstige,auto
Richtbankarb.,industrie,auto
Richtmeister,bergbau,auto
Rieter,sonstige,auto
Rietmacher,sonstige,auto
Ringofenarb.,industrie,auto
"Rob., Dreher",industrie,auto
Rohmetalle,sonstige,auto
Rohprodukt. Großhandlung,handel,auto
Rohproduktendhl.,sonstige,auto
Rohproduktengroßhdlg.,sonstige,auto
Rohproduktenhdlg.,sonstige,auto
Rohproduktenhdlrin.,sonstige,auto
Rohproduktenhändler,sonstige,auto
Rohrarb.,sonstige,auto
Rohrleger,industrie,auto
Rohrmeister,industrie,auto
Rohrmeister a. D.,industrie,auto
Rohrnetzarb.,sonstige,auto
Rohrnieter,sonstige,auto
Rohrschloss.,sonstige,auto
Rohrschlosser,sonstige,auto
Roland-Drogerie,sonstige,auto
"Rolladen, Rollgitter, Jalousien u. Markisenfbrk.",sonstige,auto
Rolladen- u. Markisenfbrk.,sonstige,auto
Rolladenfabrik,sonstige,auto
Rolladenmont.,sonstige,auto
Roller,sonstige,auto
Rollmopsfabrk.,sonstige,auto
Rollmopsfbrk.,sonstige,auto
Rottenarbeiter,industrie,auto
Rottenaufseh.,sonstige,auto
Rottenaufseh. a. D.,sonstige,auto
Rottenaufseher,industrie,auto
Rottenführer,verkehr,auto
Rottenführer a. D.,verkehr,auto
Rottenmstr.,sonstige,auto
Rottenschrein.,sonstige,auto
Roßhaarspinnerei,sonstige,auto
Roßmetzgerei,sonstige,auto
Rudolf,sonstige,auto
"Rudolf, Vertreter",handel,auto
Ruhrfunk.,sonstige,auto
Rundfunkmont.,sonstige,auto
Rundschleif.,sonstige,auto
Rundschleifer,sonstige,auto
Rutenleger,sonstige,auto
Rutschenmstr.,sonstige,auto
Räucherwr.,sonstige,auto
Röntgenassist.,sonstige,auto
Röntgenassistentin,sonstige,auto
Röster,sonstige,auto
Röstmstr.,sonstige,auto
"S., Bürovorsteher",verwaltung,auto
"S., Leitergerüstbau",sonstige,auto
SS. Ober Truppführ.,sonstige,auto
Saalbauinspekt.,sonstige,auto
Saaldiener,sonstige,auto
Saalmeister,industrie,auto
Sachverständiger,sonstige,auto
Sackhdlg.,sonstige,auto
Sackreparaturwerkst.,sonstige,auto
Sahnegroßhdlg.,sonstige,auto
Sahnehaus,sonstige,auto
Sahnevertrieb,sonstige,auto
Salzkocher,sonstige,auto
Salzmstr.,sonstige,auto
Samenhdlg.,sonstige,auto
San. Rat,sonstige,auto
